obs,icdcode,icdlabel,cc,addcc
6710,S14132S,"Anterior cord syndrome at C2 level of cervical spinal cord, sequela",110,
6711,S14133A,"Anterior cord syndrome at C3 level of cervical spinal cord, initial encounter",110,
6712,S14133D,"Anterior cord syndrome at C3 level of cervical spinal cord, subsequent encounter",110,
6713,S14133S,"Anterior cord syndrome at C3 level of cervical spinal cord, sequela",110,
6714,S14134A,"Anterior cord syndrome at C4 level of cervical spinal cord, initial encounter",110,
6715,S14134D,"Anterior cord syndrome at C4 level of cervical spinal cord, subsequent encounter",110,
6716,S14134S,"Anterior cord syndrome at C4 level of cervical spinal cord, sequela",110,
6717,S14135A,"Anterior cord syndrome at C5 level of cervical spinal cord, initial encounter",110,
6718,S14135D,"Anterior cord syndrome at C5 level of cervical spinal cord, subsequent encounter",110,
6719,S14135S,"Anterior cord syndrome at C5 level of cervical spinal cord, sequela",110,
6720,S14136A,"Anterior cord syndrome at C6 level of cervical spinal cord, initial encounter",110,
6721,S14136D,"Anterior cord syndrome at C6 level of cervical spinal cord, subsequent encounter",110,
6722,S14136S,"Anterior cord syndrome at C6 level of cervical spinal cord, sequela",110,
6723,S14137A,"Anterior cord syndrome at C7 level of cervical spinal cord, initial encounter",110,
6724,S14137D,"Anterior cord syndrome at C7 level of cervical spinal cord, subsequent encounter",110,
6725,S14137S,"Anterior cord syndrome at C7 level of cervical spinal cord, sequela",110,
6726,S14138A,"Anterior cord syndrome at C8 level of cervical spinal cord, initial encounter",110,
6727,S14138D,"Anterior cord syndrome at C8 level of cervical spinal cord, subsequent encounter",110,
6728,S14138S,"Anterior cord syndrome at C8 level of cervical spinal cord, sequela",110,
6729,S14139A,"Anterior cord syndrome at unspecified level of cervical spinal cord, initial encounter",110,
6730,S14139D,"Anterior cord syndrome at unspecified level of cervical spinal cord, subsequent encounter",110,
6731,S14139S,"Anterior cord syndrome at unspecified level of cervical spinal cord, sequela",110,
6732,S14141A,"Brown-Sequard syndrome at C1 level of cervical spinal cord, initial encounter",110,
6733,S14141D,"Brown-Sequard syndrome at C1 level of cervical spinal cord, subsequent encounter",110,
6734,S14141S,"Brown-Sequard syndrome at C1 level of cervical spinal cord, sequela",110,
6735,S14142A,"Brown-Sequard syndrome at C2 level of cervical spinal cord, initial encounter",110,
6736,S14142D,"Brown-Sequard syndrome at C2 level of cervical spinal cord, subsequent encounter",110,
6737,S14142S,"Brown-Sequard syndrome at C2 level of cervical spinal cord, sequela",110,
6738,S14143A,"Brown-Sequard syndrome at C3 level of cervical spinal cord, initial encounter",110,
6739,S14143D,"Brown-Sequard syndrome at C3 level of cervical spinal cord, subsequent encounter",110,
6740,S14143S,"Brown-Sequard syndrome at C3 level of cervical spinal cord, sequela",110,
6741,S14144A,"Brown-Sequard syndrome at C4 level of cervical spinal cord, initial encounter",110,
6742,S14144D,"Brown-Sequard syndrome at C4 level of cervical spinal cord, subsequent encounter",110,
6743,S14144S,"Brown-Sequard syndrome at C4 level of cervical spinal cord, sequela",110,
6744,S14145A,"Brown-Sequard syndrome at C5 level of cervical spinal cord, initial encounter",110,
6745,S14145D,"Brown-Sequard syndrome at C5 level of cervical spinal cord, subsequent encounter",110,
6746,S14145S,"Brown-Sequard syndrome at C5 level of cervical spinal cord, sequela",110,
6747,S14146A,"Brown-Sequard syndrome at C6 level of cervical spinal cord, initial encounter",110,
6748,S14146D,"Brown-Sequard syndrome at C6 level of cervical spinal cord, subsequent encounter",110,
6749,S14146S,"Brown-Sequard syndrome at C6 level of cervical spinal cord, sequela",110,
6750,S14147A,"Brown-Sequard syndrome at C7 level of cervical spinal cord, initial encounter",110,
6751,S14147D,"Brown-Sequard syndrome at C7 level of cervical spinal cord, subsequent encounter",110,
6752,S14147S,"Brown-Sequard syndrome at C7 level of cervical spinal cord, sequela",110,
6753,S14148A,"Brown-Sequard syndrome at C8 level of cervical spinal cord, initial encounter",110,
6754,S14148D,"Brown-Sequard syndrome at C8 level of cervical spinal cord, subsequent encounter",110,
6755,S14148S,"Brown-Sequard syndrome at C8 level of cervical spinal cord, sequela",110,
6756,S14149A,"Brown-Sequard syndrome at unspecified level of cervical spinal cord, initial encounter",110,
6757,S14149D,"Brown-Sequard syndrome at unspecified level of cervical spinal cord, subsequent encounter",110,
6758,S14149S,"Brown-Sequard syndrome at unspecified level of cervical spinal cord, sequela",110,
6759,S14151A,"Other incomplete lesion at C1 level of cervical spinal cord, initial encounter",110,
6760,S14151D,"Other incomplete lesion at C1 level of cervical spinal cord, subsequent encounter",110,
6761,S14151S,"Other incomplete lesion at C1 level of cervical spinal cord, sequela",110,
6762,S14152A,"Other incomplete lesion at C2 level of cervical spinal cord, initial encounter",110,
6763,S14152D,"Other incomplete lesion at C2 level of cervical spinal cord, subsequent encounter",110,
6764,S14152S,"Other incomplete lesion at C2 level of cervical spinal cord, sequela",110,
6765,S14153A,"Other incomplete lesion at C3 level of cervical spinal cord, initial encounter",110,
6766,S14153D,"Other incomplete lesion at C3 level of cervical spinal cord, subsequent encounter",110,
6767,S14153S,"Other incomplete lesion at C3 level of cervical spinal cord, sequela",110,
6768,S14154A,"Other incomplete lesion at C4 level of cervical spinal cord, initial encounter",110,
6769,S14154D,"Other incomplete lesion at C4 level of cervical spinal cord, subsequent encounter",110,
6770,S14154S,"Other incomplete lesion at C4 level of cervical spinal cord, sequela",110,
6771,S14155A,"Other incomplete lesion at C5 level of cervical spinal cord, initial encounter",110,
6772,S14155D,"Other incomplete lesion at C5 level of cervical spinal cord, subsequent encounter",110,
6773,S14155S,"Other incomplete lesion at C5 level of cervical spinal cord, sequela",110,
6774,S14156A,"Other incomplete lesion at C6 level of cervical spinal cord, initial encounter",110,
6775,S14156D,"Other incomplete lesion at C6 level of cervical spinal cord, subsequent encounter",110,
6776,S14156S,"Other incomplete lesion at C6 level of cervical spinal cord, sequela",110,
6777,S14157A,"Other incomplete lesion at C7 level of cervical spinal cord, initial encounter",110,
6778,S14157D,"Other incomplete lesion at C7 level of cervical spinal cord, subsequent encounter",110,
6779,S14157S,"Other incomplete lesion at C7 level of cervical spinal cord, sequela",110,
6780,S14158A,"Other incomplete lesion at C8 level of cervical spinal cord, initial encounter",110,
6781,S14158D,"Other incomplete lesion at C8 level of cervical spinal cord, subsequent encounter",110,
6782,S14158S,"Other incomplete lesion at C8 level of cervical spinal cord, sequela",110,
6783,S14159A,"Other incomplete lesion at unspecified level of cervical spinal cord, initial encounter",110,
6784,S14159D,"Other incomplete lesion at unspecified level of cervical spinal cord, subsequent encounter",110,
6785,S14159S,"Other incomplete lesion at unspecified level of cervical spinal cord, sequela",110,
6786,S240XXA,"Concussion and edema of thoracic spinal cord, initial encounter",110,
6787,S240XXD,"Concussion and edema of thoracic spinal cord, subsequent encounter",110,
6788,S240XXS,"Concussion and edema of thoracic spinal cord, sequela",110,
6789,S24101A,"Unspecified injury at T1 level of thoracic spinal cord, initial encounter",110,
6790,S24101D,"Unspecified injury at T1 level of thoracic spinal cord, subsequent encounter",110,
6791,S24101S,"Unspecified injury at T1 level of thoracic spinal cord, sequela",110,
6792,S24102A,"Unspecified injury at T2-T6 level of thoracic spinal cord, initial encounter",110,
6793,S24102D,"Unspecified injury at T2-T6 level of thoracic spinal cord, subsequent encounter",110,
6794,S24102S,"Unspecified injury at T2-T6 level of thoracic spinal cord, sequela",110,
6795,S24103A,"Unspecified injury at T7-T10 level of thoracic spinal cord, initial encounter",110,
6796,S24103D,"Unspecified injury at T7-T10 level of thoracic spinal cord, subsequent encounter",110,
6797,S24103S,"Unspecified injury at T7-T10 level of thoracic spinal cord, sequela",110,
6798,S24104A,"Unspecified injury at T11-T12 level of thoracic spinal cord, initial encounter",110,
6799,S24104D,"Unspecified injury at T11-T12 level of thoracic spinal cord, subsequent encounter",110,
6800,S24104S,"Unspecified injury at T11-T12 level of thoracic spinal cord, sequela",110,
6801,S24109A,"Unspecified injury at unspecified level of thoracic spinal cord, initial encounter",110,
6802,S24109D,"Unspecified injury at unspecified level of thoracic spinal cord, subsequent encounter",110,
6803,S24109S,"Unspecified injury at unspecified level of thoracic spinal cord, sequela",110,
6804,S24111A,"Complete lesion at T1 level of thoracic spinal cord, initial encounter",108,
6805,S24111D,"Complete lesion at T1 level of thoracic spinal cord, subsequent encounter",109,
6806,S24111S,"Complete lesion at T1 level of thoracic spinal cord, sequela",109,
6807,S24112A,"Complete lesion at T2-T6 level of thoracic spinal cord, initial encounter",108,
6808,S24112D,"Complete lesion at T2-T6 level of thoracic spinal cord, subsequent encounter",109,
6809,S24112S,"Complete lesion at T2-T6 level of thoracic spinal cord, sequela",109,
6810,S24113A,"Complete lesion at T7-T10 level of thoracic spinal cord, initial encounter",108,
6811,S24113D,"Complete lesion at T7-T10 level of thoracic spinal cord, subsequent encounter",109,
6812,S24113S,"Complete lesion at T7-T10 level of thoracic spinal cord, sequela",109,
6813,S24114A,"Complete lesion at T11-T12 level of thoracic spinal cord, initial encounter",108,
6814,S24114D,"Complete lesion at T11-T12 level of thoracic spinal cord, subsequent encounter",109,
6815,S24114S,"Complete lesion at T11-T12 level of thoracic spinal cord, sequela",109,
6816,S24119A,"Complete lesion at unspecified level of thoracic spinal cord, initial encounter",108,
6817,S24119D,"Complete lesion at unspecified level of thoracic spinal cord, subsequent encounter",109,
6818,S24119S,"Complete lesion at unspecified level of thoracic spinal cord, sequela",109,
6819,S24131A,"Anterior cord syndrome at T1 level of thoracic spinal cord, initial encounter",110,
6820,S24131D,"Anterior cord syndrome at T1 level of thoracic spinal cord, subsequent encounter",110,
6821,S24131S,"Anterior cord syndrome at T1 level of thoracic spinal cord, sequela",110,
6822,S24132A,"Anterior cord syndrome at T2-T6 level of thoracic spinal cord, initial encounter",110,
6823,S24132D,"Anterior cord syndrome at T2-T6 level of thoracic spinal cord, subsequent encounter",110,
6824,S24132S,"Anterior cord syndrome at T2-T6 level of thoracic spinal cord, sequela",110,
6825,S24133A,"Anterior cord syndrome at T7-T10 level of thoracic spinal cord, initial encounter",110,
6826,S24133D,"Anterior cord syndrome at T7-T10 level of thoracic spinal cord, subsequent encounter",110,
6827,S24133S,"Anterior cord syndrome at T7-T10 level of thoracic spinal cord, sequela",110,
6828,S24134A,"Anterior cord syndrome at T11-T12 level of thoracic spinal cord, initial encounter",110,
6829,S24134D,"Anterior cord syndrome at T11-T12 level of thoracic spinal cord, subsequent encounter",110,
6830,S24134S,"Anterior cord syndrome at T11-T12 level of thoracic spinal cord, sequela",110,
6831,S24139A,"Anterior cord syndrome at unspecified level of thoracic spinal cord, initial encounter",110,
6832,S24139D,"Anterior cord syndrome at unspecified level of thoracic spinal cord, subsequent encounter",110,
6833,S24139S,"Anterior cord syndrome at unspecified level of thoracic spinal cord, sequela",110,
6834,S24141A,"Brown-Sequard syndrome at T1 level of thoracic spinal cord, initial encounter",110,
6835,S24141D,"Brown-Sequard syndrome at T1 level of thoracic spinal cord, subsequent encounter",110,
6836,S24141S,"Brown-Sequard syndrome at T1 level of thoracic spinal cord, sequela",110,
6837,S24142A,"Brown-Sequard syndrome at T2-T6 level of thoracic spinal cord, initial encounter",110,
6838,S24142D,"Brown-Sequard syndrome at T2-T6 level of thoracic spinal cord, subsequent encounter",110,
6839,S24142S,"Brown-Sequard syndrome at T2-T6 level of thoracic spinal cord, sequela",110,
6840,S24143A,"Brown-Sequard syndrome at T7-T10 level of thoracic spinal cord, initial encounter",110,
6841,S24143D,"Brown-Sequard syndrome at T7-T10 level of thoracic spinal cord, subsequent encounter",110,
6842,S24143S,"Brown-Sequard syndrome at T7-T10 level of thoracic spinal cord, sequela",110,
6843,S24144A,"Brown-Sequard syndrome at T11-T12 level of thoracic spinal cord, initial encounter",110,
6844,S24144D,"Brown-Sequard syndrome at T11-T12 level of thoracic spinal cord, subsequent encounter",110,
6845,S24144S,"Brown-Sequard syndrome at T11-T12 level of thoracic spinal cord, sequela",110,
6846,S24149A,"Brown-Sequard syndrome at unspecified level of thoracic spinal cord, initial encounter",110,
6847,S24149D,"Brown-Sequard syndrome at unspecified level of thoracic spinal cord, subsequent encounter",110,
6848,S24149S,"Brown-Sequard syndrome at unspecified level of thoracic spinal cord, sequela",110,
6849,S24151A,"Other incomplete lesion at T1 level of thoracic spinal cord, initial encounter",110,
6850,S24151D,"Other incomplete lesion at T1 level of thoracic spinal cord, subsequent encounter",110,
6851,S24151S,"Other incomplete lesion at T1 level of thoracic spinal cord, sequela",110,
6852,S24152A,"Other incomplete lesion at T2-T6 level of thoracic spinal cord, initial encounter",110,
6853,S24152D,"Other incomplete lesion at T2-T6 level of thoracic spinal cord, subsequent encounter",110,
6854,S24152S,"Other incomplete lesion at T2-T6 level of thoracic spinal cord, sequela",110,
6855,S24153A,"Other incomplete lesion at T7-T10 level of thoracic spinal cord, initial encounter",110,
6856,S24153D,"Other incomplete lesion at T7-T10 level of thoracic spinal cord, subsequent encounter",110,
6857,S24153S,"Other incomplete lesion at T7-T10 level of thoracic spinal cord, sequela",110,
6858,S24154A,"Other incomplete lesion at T11-T12 level of thoracic spinal cord, initial encounter",110,
6859,S24154D,"Other incomplete lesion at T11-T12 level of thoracic spinal cord, subsequent encounter",110,
6860,S24154S,"Other incomplete lesion at T11-T12 level of thoracic spinal cord, sequela",110,
6861,S24159A,"Other incomplete lesion at unspecified level of thoracic spinal cord, initial encounter",110,
6862,S24159D,"Other incomplete lesion at unspecified level of thoracic spinal cord, subsequent encounter",110,
6863,S24159S,"Other incomplete lesion at unspecified level of thoracic spinal cord, sequela",110,
6864,S3401XA,"Concussion and edema of lumbar spinal cord, initial encounter",110,
6865,S3401XD,"Concussion and edema of lumbar spinal cord, subsequent encounter",110,
6866,S3401XS,"Concussion and edema of lumbar spinal cord, sequela",110,
6867,S3402XA,"Concussion and edema of sacral spinal cord, initial encounter",110,
6868,S3402XD,"Concussion and edema of sacral spinal cord, subsequent encounter",110,
6869,S3402XS,"Concussion and edema of sacral spinal cord, sequela",110,
6870,S34101A,"Unspecified injury to L1 level of lumbar spinal cord, initial encounter",110,
6871,S34101D,"Unspecified injury to L1 level of lumbar spinal cord, subsequent encounter",110,
6872,S34101S,"Unspecified injury to L1 level of lumbar spinal cord, sequela",110,
6873,S34102A,"Unspecified injury to L2 level of lumbar spinal cord, initial encounter",110,
6874,S34102D,"Unspecified injury to L2 level of lumbar spinal cord, subsequent encounter",110,
6875,S34102S,"Unspecified injury to L2 level of lumbar spinal cord, sequela",110,
6876,S34103A,"Unspecified injury to L3 level of lumbar spinal cord, initial encounter",110,
6877,S34103D,"Unspecified injury to L3 level of lumbar spinal cord, subsequent encounter",110,
6878,S34103S,"Unspecified injury to L3 level of lumbar spinal cord, sequela",110,
6879,S34104A,"Unspecified injury to L4 level of lumbar spinal cord, initial encounter",110,
6880,S34104D,"Unspecified injury to L4 level of lumbar spinal cord, subsequent encounter",110,
6881,S34104S,"Unspecified injury to L4 level of lumbar spinal cord, sequela",110,
6882,S34105A,"Unspecified injury to L5 level of lumbar spinal cord, initial encounter",110,
6883,S34105D,"Unspecified injury to L5 level of lumbar spinal cord, subsequent encounter",110,
6884,S34105S,"Unspecified injury to L5 level of lumbar spinal cord, sequela",110,
6885,S34109A,"Unspecified injury to unspecified level of lumbar spinal cord, initial encounter",110,
6886,S34109D,"Unspecified injury to unspecified level of lumbar spinal cord, subsequent encounter",110,
6887,S34109S,"Unspecified injury to unspecified level of lumbar spinal cord, sequela",110,
6888,S34111A,"Complete lesion of L1 level of lumbar spinal cord, initial encounter",110,
6889,S34111D,"Complete lesion of L1 level of lumbar spinal cord, subsequent encounter",110,
6890,S34111S,"Complete lesion of L1 level of lumbar spinal cord, sequela",110,
6891,S34112A,"Complete lesion of L2 level of lumbar spinal cord, initial encounter",110,
6892,S34112D,"Complete lesion of L2 level of lumbar spinal cord, subsequent encounter",110,
6893,S34112S,"Complete lesion of L2 level of lumbar spinal cord, sequela",110,
6894,S34113A,"Complete lesion of L3 level of lumbar spinal cord, initial encounter",110,
6895,S34113D,"Complete lesion of L3 level of lumbar spinal cord, subsequent encounter",110,
6896,S34113S,"Complete lesion of L3 level of lumbar spinal cord, sequela",110,
6897,S34114A,"Complete lesion of L4 level of lumbar spinal cord, initial encounter",110,
6898,S34114D,"Complete lesion of L4 level of lumbar spinal cord, subsequent encounter",110,
6899,S34114S,"Complete lesion of L4 level of lumbar spinal cord, sequela",110,
6900,S34115A,"Complete lesion of L5 level of lumbar spinal cord, initial encounter",110,
6901,S34115D,"Complete lesion of L5 level of lumbar spinal cord, subsequent encounter",110,
6902,S34115S,"Complete lesion of L5 level of lumbar spinal cord, sequela",110,
6903,S34119A,"Complete lesion of unspecified level of lumbar spinal cord, initial encounter",110,
6904,S34119D,"Complete lesion of unspecified level of lumbar spinal cord, subsequent encounter",110,
6905,S34119S,"Complete lesion of unspecified level of lumbar spinal cord, sequela",110,
6906,S34121A,"Incomplete lesion of L1 level of lumbar spinal cord, initial encounter",110,
6907,S34121D,"Incomplete lesion of L1 level of lumbar spinal cord, subsequent encounter",110,
6908,S34121S,"Incomplete lesion of L1 level of lumbar spinal cord, sequela",110,
6909,S34122A,"Incomplete lesion of L2 level of lumbar spinal cord, initial encounter",110,
6910,S34122D,"Incomplete lesion of L2 level of lumbar spinal cord, subsequent encounter",110,
6911,S34122S,"Incomplete lesion of L2 level of lumbar spinal cord, sequela",110,
6912,S34123A,"Incomplete lesion of L3 level of lumbar spinal cord, initial encounter",110,
6913,S34123D,"Incomplete lesion of L3 level of lumbar spinal cord, subsequent encounter",110,
6914,S34123S,"Incomplete lesion of L3 level of lumbar spinal cord, sequela",110,
6915,S34124A,"Incomplete lesion of L4 level of lumbar spinal cord, initial encounter",110,
6916,S34124D,"Incomplete lesion of L4 level of lumbar spinal cord, subsequent encounter",110,
6917,S34124S,"Incomplete lesion of L4 level of lumbar spinal cord, sequela",110,
6918,S34125A,"Incomplete lesion of L5 level of lumbar spinal cord, initial encounter",110,
6919,S34125D,"Incomplete lesion of L5 level of lumbar spinal cord, subsequent encounter",110,
6920,S34125S,"Incomplete lesion of L5 level of lumbar spinal cord, sequela",110,
6921,S34129A,"Incomplete lesion of unspecified level of lumbar spinal cord, initial encounter",110,
6922,S34129D,"Incomplete lesion of unspecified level of lumbar spinal cord, subsequent encounter",110,
6923,S34129S,"Incomplete lesion of unspecified level of lumbar spinal cord, sequela",110,
6924,S34131A,"Complete lesion of sacral spinal cord, initial encounter",110,
6925,S34131D,"Complete lesion of sacral spinal cord, subsequent encounter",110,
6926,S34131S,"Complete lesion of sacral spinal cord, sequela",110,
6927,S34132A,"Incomplete lesion of sacral spinal cord, initial encounter",110,
6928,S34132D,"Incomplete lesion of sacral spinal cord, subsequent encounter",110,
6929,S34132S,"Incomplete lesion of sacral spinal cord, sequela",110,
6930,S34139A,"Unspecified injury to sacral spinal cord, initial encounter",110,
6931,S34139D,"Unspecified injury to sacral spinal cord, subsequent encounter",110,
6932,S34139S,"Unspecified injury to sacral spinal cord, sequela",110,
6933,S343XXA,"Injury of cauda equina, initial encounter",110,
6934,S48011S,"Complete traumatic amputation at right shoulder joint, sequela",254,
6935,S48012S,"Complete traumatic amputation at left shoulder joint, sequela",254,
6936,S48019S,"Complete traumatic amputation at unspecified shoulder joint, sequela",254,
6937,S48021S,"Partial traumatic amputation at right shoulder joint, sequela",254,
6938,S48022S,"Partial traumatic amputation at left shoulder joint, sequela",254,
6939,S48029S,"Partial traumatic amputation at unspecified shoulder joint, sequela",254,
6940,S48111S,"Complete traumatic amputation at level between right shoulder and elbow, sequela",254,
6941,S48112S,"Complete traumatic amputation at level between left shoulder and elbow, sequela",254,
6942,S48119S,"Complete traumatic amputation at level between unspecified shoulder and elbow, sequela",254,
6943,S48121S,"Partial traumatic amputation at level between right shoulder and elbow, sequela",254,
6944,S48122S,"Partial traumatic amputation at level between left shoulder and elbow, sequela",254,
6945,S48129S,"Partial traumatic amputation at level between unspecified shoulder and elbow, sequela",254,
6946,S48911S,"Complete traumatic amputation of right shoulder and upper arm, level unspecified, sequela",254,
6947,S48912S,"Complete traumatic amputation of left shoulder and upper arm, level unspecified, sequela",254,
6948,S48919S,"Complete traumatic amputation of unspecified shoulder and upper arm, level unspecified, sequela",254,
6949,S48921S,"Partial traumatic amputation of right shoulder and upper arm, level unspecified, sequela",254,
6950,S48922S,"Partial traumatic amputation of left shoulder and upper arm, level unspecified, sequela",254,
6951,S48929S,"Partial traumatic amputation of unspecified shoulder and upper arm, level unspecified, sequela",254,
6952,S58011S,"Complete traumatic amputation at elbow level, right arm, sequela",254,
6953,S58012S,"Complete traumatic amputation at elbow level, left arm, sequela",254,
6954,S58019S,"Complete traumatic amputation at elbow level, unspecified arm, sequela",254,
6955,S58021S,"Partial traumatic amputation at elbow level, right arm, sequela",254,
6956,S58022S,"Partial traumatic amputation at elbow level, left arm, sequela",254,
6957,S58029S,"Partial traumatic amputation at elbow level, unspecified arm, sequela",254,
6958,S58111S,"Complete traumatic amputation at level between elbow and wrist, right arm, sequela",254,
6959,S58112S,"Complete traumatic amputation at level between elbow and wrist, left arm, sequela",254,
6960,S58119S,"Complete traumatic amputation at level between elbow and wrist, unspecified arm, sequela",254,
6961,S58121S,"Partial traumatic amputation at level between elbow and wrist, right arm, sequela",254,
6962,S58122S,"Partial traumatic amputation at level between elbow and wrist, left arm, sequela",254,
6963,S58129S,"Partial traumatic amputation at level between elbow and wrist, unspecified arm, sequela",254,
6964,S58911S,"Complete traumatic amputation of right forearm, level unspecified, sequela",254,
6965,S58912S,"Complete traumatic amputation of left forearm, level unspecified, sequela",254,
6966,S58919S,"Complete traumatic amputation of unspecified forearm, level unspecified, sequela",254,
6967,S58921S,"Partial traumatic amputation of right forearm, level unspecified, sequela",254,
6968,S58922S,"Partial traumatic amputation of left forearm, level unspecified, sequela",254,
6969,S58929S,"Partial traumatic amputation of unspecified forearm, level unspecified, sequela",254,
6970,S68011S,"Complete traumatic metacarpophalangeal amputation of right thumb, sequela",254,
6971,S68012S,"Complete traumatic metacarpophalangeal amputation of left thumb, sequela",254,
6972,S68019S,"Complete traumatic metacarpophalangeal amputation of unspecified thumb, sequela",254,
6973,S68021S,"Partial traumatic metacarpophalangeal amputation of right thumb, sequela",254,
6974,S68022S,"Partial traumatic metacarpophalangeal amputation of left thumb, sequela",254,
6975,S68029S,"Partial traumatic metacarpophalangeal amputation of unspecified thumb, sequela",254,
6976,S68110S,"Complete traumatic metacarpophalangeal amputation of right index finger, sequela",254,
6977,S68111S,"Complete traumatic metacarpophalangeal amputation of left index finger, sequela",254,
6978,S68112S,"Complete traumatic metacarpophalangeal amputation of right middle finger, sequela",254,
6979,S68113S,"Complete traumatic metacarpophalangeal amputation of left middle finger, sequela",254,
6980,S68114S,"Complete traumatic metacarpophalangeal amputation of right ring finger, sequela",254,
6981,S68115S,"Complete traumatic metacarpophalangeal amputation of left ring finger, sequela",254,
6982,S68116S,"Complete traumatic metacarpophalangeal amputation of right little finger, sequela",254,
6983,S68117S,"Complete traumatic metacarpophalangeal amputation of left little finger, sequela",254,
6984,S68118S,"Complete traumatic metacarpophalangeal amputation of other finger, sequela",254,
6985,S68119S,"Complete traumatic metacarpophalangeal amputation of unspecified finger, sequela",254,
6986,S68120S,"Partial traumatic metacarpophalangeal amputation of right index finger, sequela",254,
6987,S68121S,"Partial traumatic metacarpophalangeal amputation of left index finger, sequela",254,
6988,S68122S,"Partial traumatic metacarpophalangeal amputation of right middle finger, sequela",254,
6989,S68123S,"Partial traumatic metacarpophalangeal amputation of left middle finger, sequela",254,
6990,S68124S,"Partial traumatic metacarpophalangeal amputation of right ring finger, sequela",254,
6991,S68125S,"Partial traumatic metacarpophalangeal amputation of left ring finger, sequela",254,
6992,S68126S,"Partial traumatic metacarpophalangeal amputation of right little finger, sequela",254,
6993,S68127S,"Partial traumatic metacarpophalangeal amputation of left little finger, sequela",254,
6994,S68128S,"Partial traumatic metacarpophalangeal amputation of other finger, sequela",254,
6995,S68129S,"Partial traumatic metacarpophalangeal amputation of unspecified finger, sequela",254,
6996,S68411S,"Complete traumatic amputation of right hand at wrist level, sequela",254,
6997,S68412S,"Complete traumatic amputation of left hand at wrist level, sequela",254,
6998,S68419S,"Complete traumatic amputation of unspecified hand at wrist level, sequela",254,
6999,S68421S,"Partial traumatic amputation of right hand at wrist level, sequela",254,
7000,S68422S,"Partial traumatic amputation of left hand at wrist level, sequela",254,
7001,S68429S,"Partial traumatic amputation of unspecified hand at wrist level, sequela",254,
7002,S68511S,"Complete traumatic transphalangeal amputation of right thumb, sequela",254,
7003,S68512S,"Complete traumatic transphalangeal amputation of left thumb, sequela",254,
7004,S68519S,"Complete traumatic transphalangeal amputation of unspecified thumb, sequela",254,
7005,S68521S,"Partial traumatic transphalangeal amputation of right thumb, sequela",254,
7006,S68522S,"Partial traumatic transphalangeal amputation of left thumb, sequela",254,
7007,S68529S,"Partial traumatic transphalangeal amputation of unspecified thumb, sequela",254,
7008,S68610S,"Complete traumatic transphalangeal amputation of right index finger, sequela",254,
7009,S68611S,"Complete traumatic transphalangeal amputation of left index finger, sequela",254,
7010,S68612S,"Complete traumatic transphalangeal amputation of right middle finger, sequela",254,
7011,S68613S,"Complete traumatic transphalangeal amputation of left middle finger, sequela",254,
7012,S68614S,"Complete traumatic transphalangeal amputation of right ring finger, sequela",254,
7013,S68615S,"Complete traumatic transphalangeal amputation of left ring finger, sequela",254,
7014,S68616S,"Complete traumatic transphalangeal amputation of right little finger, sequela",254,
7015,S68617S,"Complete traumatic transphalangeal amputation of left little finger, sequela",254,
7016,S68618S,"Complete traumatic transphalangeal amputation of other finger, sequela",254,
7017,S68619S,"Complete traumatic transphalangeal amputation of unspecified finger, sequela",254,
7018,S68620S,"Partial traumatic transphalangeal amputation of right index finger, sequela",254,
7019,S68621S,"Partial traumatic transphalangeal amputation of left index finger, sequela",254,
7020,S68622S,"Partial traumatic transphalangeal amputation of right middle finger, sequela",254,
7021,S68623S,"Partial traumatic transphalangeal amputation of left middle finger, sequela",254,
7022,S68624S,"Partial traumatic transphalangeal amputation of right ring finger, sequela",254,
7023,S68625S,"Partial traumatic transphalangeal amputation of left ring finger, sequela",254,
7024,S68626S,"Partial traumatic transphalangeal amputation of right little finger, sequela",254,
7025,S68627S,"Partial traumatic transphalangeal amputation of left little finger, sequela",254,
7026,S68628S,"Partial traumatic transphalangeal amputation of other finger, sequela",254,
7027,S68629S,"Partial traumatic transphalangeal amputation of unspecified finger, sequela",254,
7028,S68711S,"Complete traumatic transmetacarpal amputation of right hand, sequela",254,
7029,S68712S,"Complete traumatic transmetacarpal amputation of left hand, sequela",254,
7030,S68719S,"Complete traumatic transmetacarpal amputation of unspecified hand, sequela",254,
7031,S68721S,"Partial traumatic transmetacarpal amputation of right hand, sequela",254,
7032,S68722S,"Partial traumatic transmetacarpal amputation of left hand, sequela",254,
7033,S68729S,"Partial traumatic transmetacarpal amputation of unspecified hand, sequela",254,
7034,S72001A,"Fracture of unspecified part of neck of right femur, initial encounter for closed fracture",226,
7035,S72001B,"Fracture of unspecified part of neck of right femur, initial encounter for open fracture type I or II",226,
7036,S72001C,"Fracture of unspecified part of neck of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7037,S72002A,"Fracture of unspecified part of neck of left femur, initial encounter for closed fracture",226,
7038,S72002B,"Fracture of unspecified part of neck of left femur, initial encounter for open fracture type I or II",226,
7039,S72002C,"Fracture of unspecified part of neck of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
7040,S72009A,"Fracture of unspecified part of neck of unspecified femur, initial encounter for closed fracture",226,
7041,S72009B,"Fracture of unspecified part of neck of unspecified femur, initial encounter for open fracture type I or II",226,
7042,S72009C,"Fracture of unspecified part of neck of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",226,
